filename,zip_source,path_in_zip,dataset_source,in_previous_dataset,original_class,canonical_class,display_name,crop,disease,healthy,group_id,split
06cf74b6-d895-4a09-b3b1-bc63579f8c33___FREC_Scab 3128.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/06cf74b6-d895-4a09-b3b1-bc63579f8c33___FREC_Scab 3128.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,06cf74b6-d895-4a09-b3b1-bc63579f8c33,train
06cf74b6-d895-4a09-b3b1-bc63579f8c33___FREC_Scab 3128_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/06cf74b6-d895-4a09-b3b1-bc63579f8c33___FREC_Scab 3128_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,06cf74b6-d895-4a09-b3b1-bc63579f8c33,train
06cf74b6-d895-4a09-b3b1-bc63579f8c33___FREC_Scab 3128_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/06cf74b6-d895-4a09-b3b1-bc63579f8c33___FREC_Scab 3128_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,06cf74b6-d895-4a09-b3b1-bc63579f8c33,train
06cf74b6-d895-4a09-b3b1-bc63579f8c33___FREC_Scab 3128_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/06cf74b6-d895-4a09-b3b1-bc63579f8c33___FREC_Scab 3128_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,06cf74b6-d895-4a09-b3b1-bc63579f8c33,train
073b509f-c1ea-4e61-881b-2e874c5f4199___FREC_Scab 3286_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/073b509f-c1ea-4e61-881b-2e874c5f4199___FREC_Scab 3286_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,073b509f-c1ea-4e61-881b-2e874c5f4199,train
073b509f-c1ea-4e61-881b-2e874c5f4199___FREC_Scab 3286_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/073b509f-c1ea-4e61-881b-2e874c5f4199___FREC_Scab 3286_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,073b509f-c1ea-4e61-881b-2e874c5f4199,train
073b509f-c1ea-4e61-881b-2e874c5f4199___FREC_Scab 3286.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/073b509f-c1ea-4e61-881b-2e874c5f4199___FREC_Scab 3286.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,073b509f-c1ea-4e61-881b-2e874c5f4199,train
073b509f-c1ea-4e61-881b-2e874c5f4199___FREC_Scab 3286_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/073b509f-c1ea-4e61-881b-2e874c5f4199___FREC_Scab 3286_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,073b509f-c1ea-4e61-881b-2e874c5f4199,train
075b1885-250b-4b3e-8168-e54efdbb04e8___FREC_Scab 3173.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/075b1885-250b-4b3e-8168-e54efdbb04e8___FREC_Scab 3173.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,075b1885-250b-4b3e-8168-e54efdbb04e8,train
075b1885-250b-4b3e-8168-e54efdbb04e8___FREC_Scab 3173_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/075b1885-250b-4b3e-8168-e54efdbb04e8___FREC_Scab 3173_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,075b1885-250b-4b3e-8168-e54efdbb04e8,train
075b1885-250b-4b3e-8168-e54efdbb04e8___FREC_Scab 3173_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/075b1885-250b-4b3e-8168-e54efdbb04e8___FREC_Scab 3173_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,075b1885-250b-4b3e-8168-e54efdbb04e8,train
075b1885-250b-4b3e-8168-e54efdbb04e8___FREC_Scab 3173_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/075b1885-250b-4b3e-8168-e54efdbb04e8___FREC_Scab 3173_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,075b1885-250b-4b3e-8168-e54efdbb04e8,train
0812e1e4-6d1b-4264-8f23-6519354fc5a6___FREC_Scab 3293_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0812e1e4-6d1b-4264-8f23-6519354fc5a6___FREC_Scab 3293_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0812e1e4-6d1b-4264-8f23-6519354fc5a6,train
0812e1e4-6d1b-4264-8f23-6519354fc5a6___FREC_Scab 3293_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0812e1e4-6d1b-4264-8f23-6519354fc5a6___FREC_Scab 3293_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0812e1e4-6d1b-4264-8f23-6519354fc5a6,train
0812e1e4-6d1b-4264-8f23-6519354fc5a6___FREC_Scab 3293_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0812e1e4-6d1b-4264-8f23-6519354fc5a6___FREC_Scab 3293_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0812e1e4-6d1b-4264-8f23-6519354fc5a6,train
0812e1e4-6d1b-4264-8f23-6519354fc5a6___FREC_Scab 3293.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/0812e1e4-6d1b-4264-8f23-6519354fc5a6___FREC_Scab 3293.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0812e1e4-6d1b-4264-8f23-6519354fc5a6,train
0896ecbc-1af2-4868-8279-ed302acb29bc___FREC_Scab 3339_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0896ecbc-1af2-4868-8279-ed302acb29bc___FREC_Scab 3339_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0896ecbc-1af2-4868-8279-ed302acb29bc,train
0896ecbc-1af2-4868-8279-ed302acb29bc___FREC_Scab 3339_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0896ecbc-1af2-4868-8279-ed302acb29bc___FREC_Scab 3339_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0896ecbc-1af2-4868-8279-ed302acb29bc,train
0896ecbc-1af2-4868-8279-ed302acb29bc___FREC_Scab 3339.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/0896ecbc-1af2-4868-8279-ed302acb29bc___FREC_Scab 3339.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0896ecbc-1af2-4868-8279-ed302acb29bc,train
0896ecbc-1af2-4868-8279-ed302acb29bc___FREC_Scab 3339_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/0896ecbc-1af2-4868-8279-ed302acb29bc___FREC_Scab 3339_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0896ecbc-1af2-4868-8279-ed302acb29bc,train
08c42d78-aa7b-4106-b0c1-b260f898dcba___FREC_Scab 3151.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/08c42d78-aa7b-4106-b0c1-b260f898dcba___FREC_Scab 3151.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,08c42d78-aa7b-4106-b0c1-b260f898dcba,train
08c42d78-aa7b-4106-b0c1-b260f898dcba___FREC_Scab 3151_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/08c42d78-aa7b-4106-b0c1-b260f898dcba___FREC_Scab 3151_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,08c42d78-aa7b-4106-b0c1-b260f898dcba,train
08c42d78-aa7b-4106-b0c1-b260f898dcba___FREC_Scab 3151_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/08c42d78-aa7b-4106-b0c1-b260f898dcba___FREC_Scab 3151_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,08c42d78-aa7b-4106-b0c1-b260f898dcba,train
08c42d78-aa7b-4106-b0c1-b260f898dcba___FREC_Scab 3151_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/08c42d78-aa7b-4106-b0c1-b260f898dcba___FREC_Scab 3151_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,08c42d78-aa7b-4106-b0c1-b260f898dcba,train
095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,095c9131-a0cb-47de-898a-f9371f208c01,train
095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,095c9131-a0cb-47de-898a-f9371f208c01,train
095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,095c9131-a0cb-47de-898a-f9371f208c01,train
095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,095c9131-a0cb-47de-898a-f9371f208c01,train
09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa,train
09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa,train
09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa,train
09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa,train
09e40e4f-f8bc-4537-b20d-0b244760dbf4___FREC_Scab 3216.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/09e40e4f-f8bc-4537-b20d-0b244760dbf4___FREC_Scab 3216.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,09e40e4f-f8bc-4537-b20d-0b244760dbf4,train
09e40e4f-f8bc-4537-b20d-0b244760dbf4___FREC_Scab 3216_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/09e40e4f-f8bc-4537-b20d-0b244760dbf4___FREC_Scab 3216_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,09e40e4f-f8bc-4537-b20d-0b244760dbf4,train
09e40e4f-f8bc-4537-b20d-0b244760dbf4___FREC_Scab 3216_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/09e40e4f-f8bc-4537-b20d-0b244760dbf4___FREC_Scab 3216_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,09e40e4f-f8bc-4537-b20d-0b244760dbf4,train
09e40e4f-f8bc-4537-b20d-0b244760dbf4___FREC_Scab 3216_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/09e40e4f-f8bc-4537-b20d-0b244760dbf4___FREC_Scab 3216_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,09e40e4f-f8bc-4537-b20d-0b244760dbf4,train
0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a14783a-838a-4d4f-a671-ff98011714c6,train
0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a14783a-838a-4d4f-a671-ff98011714c6,train
0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a14783a-838a-4d4f-a671-ff98011714c6,train
0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a14783a-838a-4d4f-a671-ff98011714c6,train
0a5e9323-dbad-432d-ac58-d291718345d9___FREC_Scab 3417_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0a5e9323-dbad-432d-ac58-d291718345d9___FREC_Scab 3417_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a5e9323-dbad-432d-ac58-d291718345d9,test
0a5e9323-dbad-432d-ac58-d291718345d9___FREC_Scab 3417_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0a5e9323-dbad-432d-ac58-d291718345d9___FREC_Scab 3417_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a5e9323-dbad-432d-ac58-d291718345d9,test
0a5e9323-dbad-432d-ac58-d291718345d9___FREC_Scab 3417.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/0a5e9323-dbad-432d-ac58-d291718345d9___FREC_Scab 3417.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a5e9323-dbad-432d-ac58-d291718345d9,test
0a5e9323-dbad-432d-ac58-d291718345d9___FREC_Scab 3417_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/0a5e9323-dbad-432d-ac58-d291718345d9___FREC_Scab 3417_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a5e9323-dbad-432d-ac58-d291718345d9,test
0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a6812de-7416-4ffe-aba9-307599a02c84,train
0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a6812de-7416-4ffe-aba9-307599a02c84,train
0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a6812de-7416-4ffe-aba9-307599a02c84,train
0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a6812de-7416-4ffe-aba9-307599a02c84,train
0a769a71-052a-4f19-a4d8-b0f0cb75541c___FREC_Scab 3165.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0a769a71-052a-4f19-a4d8-b0f0cb75541c___FREC_Scab 3165.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a769a71-052a-4f19-a4d8-b0f0cb75541c,test
0a769a71-052a-4f19-a4d8-b0f0cb75541c___FREC_Scab 3165_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0a769a71-052a-4f19-a4d8-b0f0cb75541c___FREC_Scab 3165_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a769a71-052a-4f19-a4d8-b0f0cb75541c,test
0a769a71-052a-4f19-a4d8-b0f0cb75541c___FREC_Scab 3165_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/0a769a71-052a-4f19-a4d8-b0f0cb75541c___FREC_Scab 3165_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a769a71-052a-4f19-a4d8-b0f0cb75541c,test
0a769a71-052a-4f19-a4d8-b0f0cb75541c___FREC_Scab 3165_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/0a769a71-052a-4f19-a4d8-b0f0cb75541c___FREC_Scab 3165_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0a769a71-052a-4f19-a4d8-b0f0cb75541c,test
0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0b170906-9436-4c0d-84c1-c396ad9d909b,train
0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101_270deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0b170906-9436-4c0d-84c1-c396ad9d909b,train
0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101_90deg.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0b170906-9436-4c0d-84c1-c396ad9d909b,train
0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0b170906-9436-4c0d-84c1-c396ad9d909b,train
0b1e31fa-cbc0-41ed-9139-c794e6855e82___FREC_Scab 3089_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Apple___Apple_scab/0b1e31fa-cbc0-41ed-9139-c794e6855e82___FREC_Scab 3089_new30degFlipLR.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0b1e31fa-cbc0-41ed-9139-c794e6855e82,val
0b1e31fa-cbc0-41ed-9139-c794e6855e82___FREC_Scab 3089.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Apple___Apple_scab/0b1e31fa-cbc0-41ed-9139-c794e6855e82___FREC_Scab 3089.JPG,new_dataset,True,Apple___Apple_scab,apple_scab,Apple - Apple Scab,Apple,Apple Scab,False,0b1e31fa-cbc0-41ed-9139-c794e6855e82,val
